CountyFIPS,PhotoCounts,,CountyFIPS,Contributors
13003,13,,13003,4
21203,135,,21203,30
47131,121,,47131,41
13033,73,,13033,18
47069,85,,47069,14
47017,151,,47017,18
47049,77,,47049,39
13237,67,,13237,32
47111,41,,47111,8
47057,115,,47057,40
47067,27,,47067,10
13227,140,,13227,43
47005,122,,47005,18
24037,932,,24037,133
13257,256,,13257,53
21099,192,,21099,37
47147,175,,47147,45
47083,72,,47083,12
47055,130,,47055,40
47065,2549,,47065,543
13313,482,,13313,48
13301,34,,13301,7
21163,77,,21163,29
13311,876,,13311,222
13053,101,,13053,38
13279,328,,13279,22
13271,84,,13271,21
13185,1381,,13185,68
13051,14574,,13051,1010
47097,244,,47097,15
42019,668,,42019,126
13063,843,,13063,286
13217,160,,13217,54
47151,153,,47151,53
13009,180,,13009,32
47087,56,,47087,22
47143,138,,47143,55
13061,52,,13061,11
13085,559,,13085,139
13245,1579,,13245,179
47189,246,,47189,71
47119,266,,47119,57
13231,102,,13231,22
13127,2403,,13127,378
13207,315,,13207,68
13177,61,,13177,6
13195,58,,13195,24
13049,482,,13049,76
24015,1125,,24015,225
13023,22,,13023,9
47145,146,,47145,57
13197,20,,13197,7
13181,34,,13181,12
47187,877,,47187,183
13039,897,,13039,157
47177,169,,47177,43
21227,370,,21227,93
47149,571,,47149,147
13021,418,,13021,97
13045,211,,13045,49
42055,901,,42055,157
47035,268,,47035,74
24019,676,,24019,110
13211,114,,13211,41
42049,1688,,42049,287
13247,207,,13247,46
21103,26,,21103,13
42037,1048,,42037,140
28045,361,,28045,129
21105,42,,21105,10
47075,67,,47075,22
47167,171,,47167,31
42069,2064,,42069,258
47011,143,,47011,44
47169,20,,47169,4
28127,41,,28127,12
13017,20,,13017,5
13147,171,,13147,32
13189,25,,13189,9
42015,439,,42015,79
24041,700,,24041,157
13205,60,,13205,11
47105,120,,47105,49
42007,526,,42007,127
13131,174,,13131,16
13101,32,,13101,7
13163,52,,13163,16
13141,75,,13141,19
13001,12,,13001,7
21191,62,,21191,18
13137,290,,13137,90
42029,3519,,42029,525
13289,53,,13289,11
42061,1105,,42061,141
42023,245,,42023,32
24001,1508,,24001,209
42005,192,,42005,57
42125,1798,,42125,147
42093,98,,42093,32
1119,77,,1119,21
13307,12,,13307,5
13239,26,,13239,8
1047,300,,1047,62
47165,294,,47165,79
1081,709,,1081,136
21197,401,,21197,92
1049,501,,1049,107
1033,482,,1033,61
1091,142,,1091,14
1029,254,,1029,85
1063,90,,1063,16
1007,58,,1007,20
1019,230,,1019,66
1045,112,,1045,37
1107,16,,1107,8
13229,31,,13229,8
1053,222,,1053,22
1023,52,,1023,11
1025,260,,1025,16
1095,326,,1095,82
1031,268,,1031,37
1005,197,,1005,34
1069,188,,1069,51
1123,261,,1123,47
1075,10,,1075,6
1131,119,,1131,16
1037,122,,1037,17
1013,221,,1013,14
1061,280,,1061,17
1083,423,,1083,88
1059,72,,1059,23
1111,59,,1111,17
13273,56,,13273,12
1057,50,,1057,13
1067,55,,1067,9
1099,282,,1099,23
13011,51,,13011,22
1115,151,,1115,49
1113,227,,1113,39
1127,91,,1127,42
1065,132,,1065,17
1097,1925,,1097,455
51135,378,,51135,19
51540,890,,51540,106
51105,255,,51105,65
51161,896,,51161,125
51113,1099,,51113,255
51103,513,,51103,45
1009,158,,1009,38
51029,166,,51029,52
42071,4552,,42071,658
51099,238,,51099,52
1133,258,,1133,64
51091,268,,51091,42
1101,1185,,1101,137
51157,585,,51157,176
1121,213,,1121,94
51133,392,,51133,51
51600,108,,51600,46
51053,53,,51053,25
1103,263,,1103,57
33015,3159,,33015,642
51127,461,,51127,30
29510,7514,,29510,1462
51107,3234,,51107,457
29077,1462,,29077,199
51191,609,,51191,123
51750,334,,51750,26
29201,46,,29201,18
29089,1090,,29089,26
1041,50,,1041,10
29027,312,,29027,71
33017,1477,,33017,145
51595,17,,51595,11
51163,810,,51163,234
51185,221,,51185,51
51510,1834,,51510,381
1051,449,,1051,73
51143,134,,51143,38
51125,919,,51125,179
51155,535,,51155,52
51650,1819,,51650,205
51177,1076,,51177,102
51678,250,,51678,39
51069,317,,51069,90
1077,898,,1077,90
51147,421,,51147,49
51181,1308,,51181,40
29017,5,,29017,5
29087,93,,29087,29
1035,122,,1035,15
29221,234,,29221,37
29141,67,,29141,33
29043,147,,29043,51
29117,42,,29117,13
29173,58,,29173,28
29177,42,,29177,21
29129,3,,29129,3
51013,5343,,51013,1490
29179,161,,29179,44
29033,26,,29033,16
51660,369,,51660,88
51173,389,,51173,77
1027,99,,1027,32
51111,106,,51111,16
51081,30,,51081,17
51041,731,,51041,156
51119,640,,51119,45
51800,504,,51800,47
29127,223,,29127,69
29203,388,,29203,77
51685,5,,51685,5
51035,307,,51035,105
51021,258,,51021,54
51093,1298,,51093,53
29229,105,,29229,19
51187,1034,,51187,184
29049,70,,29049,21
29227,4,,29227,2
29125,37,,29125,10
29155,72,,29155,20
29187,128,,29187,32
29019,1224,,29019,214
29213,1517,,29213,243
51179,1508,,51179,104
51167,130,,51167,31
51620,97,,51620,4
51169,280,,51169,48
51057,395,,51057,37
51065,352,,51065,36
51097,198,,51097,20
51139,1400,,51139,339
51690,50,,51690,8
1071,347,,1071,80
51520,111,,51520,30
51740,568,,51740,114
51760,3807,,51760,409
51195,147,,51195,37
29015,92,,29015,33
29045,24,,29045,10
51087,678,,51087,187
29053,188,,29053,41
29065,43,,29065,25
51183,412,,51183,28
51025,66,,51025,16
29051,482,,29051,90
29005,84,,29005,29
33009,6096,,33009,944
29079,21,,29079,5
29197,5,,29197,4
51149,287,,51149,38
51610,89,,51610,33
51121,1911,,51121,193
51630,1499,,51630,109
51095,1657,,51095,280
1017,171,,1017,30
29073,134,,29073,39
29161,333,,29161,90
51061,800,,51061,144
29186,342,,29186,62
29085,41,,29085,13
29207,68,,29207,15
29149,171,,29149,35
29025,79,,29025,15
29067,81,,29067,23
29021,214,,29021,70
51580,71,,51580,9
1043,303,,1043,65
1021,195,,1021,29
1079,134,,1079,46
29111,15,,29111,9
29153,137,,29153,38
29097,406,,29097,119
29171,4,,29171,4
29151,53,,29151,20
29147,67,,29147,21
29175,37,,29175,17
29099,607,,29099,89
29039,45,,29039,20
1015,231,,1015,65
29223,85,,29223,25
51820,141,,51820,29
51031,266,,51031,36
51089,174,,51089,52
51085,708,,51085,112
51153,2872,,51153,403
51790,368,,51790,68
29093,351,,29093,69
29081,16,,29081,12
51036,522,,51036,57
29205,12,,29205,4
51101,388,,51101,22
29035,134,,29035,29
29167,84,,29167,24
51515,194,,51515,37
51810,4714,,51810,791
51770,1323,,51770,141
51197,669,,51197,86
29169,220,,29169,65
29165,451,,29165,124
29113,65,,29113,26
29107,242,,29107,60
51159,142,,51159,15
51710,2789,,51710,392
29109,181,,29109,50
29003,29,,29003,18
29037,221,,29037,44
51131,924,,51131,221
29157,82,,29157,29
29069,40,,29069,10
51550,614,,51550,119
29011,58,,29011,15
29145,270,,29145,77
51530,50,,51530,13
51033,511,,51033,59
29121,46,,29121,16
51037,122,,51037,20
29135,63,,29135,21
29199,18,,29199,9
29195,99,,29195,24
33003,12257,,33003,665
29029,468,,29029,160
29055,309,,29055,71
29219,129,,29219,36
29075,20,,29075,15
29103,10,,29103,5
33005,1522,,33005,243
51051,64,,51051,27
51063,405,,51063,142
29031,329,,29031,84
29023,89,,29023,20
29123,162,,29123,34
51073,805,,51073,46
1055,428,,1055,60
29143,49,,29143,19
51007,114,,51007,18
29083,32,,29083,15
33019,665,,33019,139
51075,163,,51075,24
29095,4134,,29095,712
51141,334,,51141,76
23013,3785,,23013,447
1105,116,,1105,14
23023,3669,,23023,221
51175,197,,51175,13
29009,197,,29009,59
1011,211,,1011,9
51171,765,,51171,180
29063,75,,29063,11
51009,523,,51009,129
51077,469,,51077,123
33001,2280,,33001,266
29091,180,,29091,29
29131,130,,29131,46
23007,1029,,23007,209
51165,1144,,51165,235
1125,660,,1125,166
29215,88,,29215,29
51670,76,,51670,19
1117,740,,1117,143
51735,183,,51735,14
51071,772,,51071,96
51570,22,,51570,8
51001,1360,,51001,256
29057,21,,29057,6
1093,117,,1093,13
1109,225,,1109,33
23011,3980,,23011,201
51045,425,,51045,43
29001,162,,29001,21
29013,75,,29013,18
29059,84,,29059,18
29163,78,,29163,32
23005,10204,,23005,1104
23021,2197,,23021,385
29133,68,,29133,25
29041,58,,29041,13
51720,19,,51720,13
51109,186,,51109,39
29101,145,,29101,38
23015,3692,,23015,456
23029,1425,,23029,307
23017,2824,,23017,332
29071,538,,29071,131
29209,683,,29209,119
51775,160,,51775,34
29183,1384,,29183,248
33013,8209,,33013,331
29139,31,,29139,17
51023,606,,51023,118
29119,130,,29119,29
23001,2109,,23001,122
51003,2286,,51003,428
29105,96,,29105,50
29159,114,,29159,25
51083,143,,51083,38
29211,20,,29211,7
23031,4523,,23031,995
1129,87,,1129,19
1039,392,,1039,45
1089,1476,,1089,250
51115,661,,51115,45
51049,192,,51049,33
51730,575,,51730,39
51079,291,,51079,80
29225,104,,29225,29
29181,55,,29181,8
29137,136,,29137,21
51640,63,,51640,12
51145,162,,51145,20
23025,748,,23025,215
51590,156,,51590,32
51011,263,,51011,62
51683,161,,51683,51
29061,104,,29061,19
23009,7701,,23009,1310
33007,4767,,33007,880
1085,171,,1085,14
51017,332,,51017,77
45065,138,,45065,36
45025,141,,45025,34
51015,995,,51015,218
51027,67,,51027,14
29189,3095,,29189,548
51830,1675,,51830,286
51019,937,,51019,154
51043,499,,51043,84
51193,457,,51193,66
51117,397,,51117,60
29185,52,,29185,20
1001,146,,1001,28
51137,572,,51137,70
51680,609,,51680,94
51067,344,,51067,78
45071,411,,45071,51
45013,3629,,45013,611
29007,37,,29007,12
45021,542,,45021,75
45051,4105,,45051,927
45061,140,,45061,22
45005,11,,45005,7
45023,274,,45023,45
51047,451,,51047,62
29115,45,,29115,19
45019,10291,,45019,1428
45079,1896,,45079,360
45007,1058,,45007,112
45031,295,,45031,52
45089,72,,45089,19
45057,286,,45057,64
45075,256,,45075,72
45009,51,,45009,16
45027,135,,45027,45
45053,290,,45053,77
45033,331,,45033,122
45011,81,,45011,15
19081,36,,19081,19
45073,1191,,45073,191
45081,71,,45081,12
45085,600,,45085,67
19045,137,,19045,48
29217,131,,29217,21
19077,67,,19077,24
19059,159,,19059,57
45049,25,,45049,9
45047,253,,45047,42
45043,1365,,45043,324
45063,767,,45063,196
45039,201,,45039,54
19005,153,,19005,48
45087,240,,45087,23
19015,271,,19015,52
19083,114,,19083,32
45035,503,,45035,118
19185,17,,19185,5
45067,91,,45067,21
19125,217,,19125,54
19155,729,,19155,144
45017,109,,45017,24
19171,99,,19171,24
19107,51,,19107,9
19177,154,,19177,14
45055,232,,45055,44
19183,159,,19183,29
19127,165,,19127,32
45045,3151,,45045,408
19165,98,,19165,27
19085,91,,19085,33
19065,146,,19065,34
19039,15,,19039,11
19105,201,,19105,30
19141,26,,19141,10
19091,34,,19091,13
19009,84,,19009,15
19025,14,,19025,10
19035,34,,19035,18
19037,28,,19037,14
19169,530,,19169,120
45001,244,,45001,28
19147,104,,19147,22
19049,226,,19049,51
19033,183,,19033,64
19191,130,,19191,39
19173,11,,19173,6
45091,726,,45091,160
45041,396,,45041,66
19071,94,,19071,32
19063,79,,19063,18
19089,40,,19089,21
19193,398,,19193,74
19027,61,,19027,17
19079,56,,19079,16
19131,10,,19131,6
19157,292,,19157,27
19197,66,,19197,22
19041,71,,19041,19
19175,15,,19175,13
19087,165,,19087,26
19117,17,,19117,8
19189,23,,19189,9
19061,986,,19061,151
45015,430,,45015,131
19101,142,,19101,26
19031,166,,19031,46
19017,67,,19017,25
19051,24,,19051,8
19093,41,,19093,12
19075,22,,19075,9
19195,45,,19195,31
45059,611,,45059,54
19123,74,,19123,15
19151,48,,19151,18
19135,10,,19135,9
19057,405,,19057,46
19029,77,,19029,27
19055,81,,19055,27
19115,30,,19115,12
19073,22,,19073,13
19181,139,,19181,42
19153,1945,,19153,298
19103,1909,,19103,226
37149,278,,37149,76
37039,508,,37039,97
19163,1138,,19163,191
19095,451,,19095,64
19113,1843,,19113,143
37011,1039,,37011,291
37189,1034,,37189,296
19161,72,,19161,11
37093,82,,37093,19
37159,381,,37159,95
19099,160,,19099,41
19013,288,,19013,65
37015,76,,37015,16
19187,206,,19187,31
19067,59,,19067,22
19069,37,,19069,17
45003,253,,45003,79
37101,329,,37101,83
37079,20,,37079,8
19159,6,,19159,5
19137,53,,19137,20
19047,29,,19047,16
37083,103,,37083,35
37087,1579,,37087,420
37017,184,,37017,28
37043,209,,37043,64
37053,859,,37053,290
37033,42,,37033,12
37049,942,,37049,126
45077,1383,,45077,209
19003,6,,19003,4
37075,522,,37075,152
19133,150,,19133,34
37029,189,,37029,34
37081,1542,,37081,297
37085,360,,37085,49
37147,387,,37147,72
37061,243,,37061,30
37035,297,,37035,99
37137,250,,37137,68
37047,403,,37047,45
37127,105,,37127,39
37171,499,,37171,145
37007,63,,37007,16
37123,279,,37123,52
37063,1628,,37063,339
37089,545,,37089,195
37041,156,,37041,48
19001,70,,19001,35
19129,285,,19129,35
19019,206,,19019,37
37175,1753,,37175,352
19007,13,,19007,7
37139,270,,37139,30
20021,277,,20021,75
20065,18,,20065,10
20013,61,,20013,18
37185,100,,37185,35
37193,356,,37193,120
37109,182,,37109,37
37191,145,,37191,43
20143,127,,20143,21
20161,619,,20161,128
20175,69,,20175,18
20083,40,,20083,6
20187,14,,20187,6
20141,72,,20141,13
37099,1655,,37099,340
31055,2693,,31055,448
31001,206,,31001,23
31101,227,,31101,61
37163,101,,37163,22
37095,915,,37095,268
37129,2219,,37129,524
37115,486,,37115,145
37117,21,,37117,11
20057,366,,20057,81
37135,873,,37135,211
31179,88,,31179,6
20179,25,,20179,7
20109,42,,20109,24
20085,41,,20085,12
31087,71,,31087,11
20067,15,,20067,4
20051,210,,20051,55
31019,489,,31019,99
37077,311,,37077,30
37067,931,,37067,192
31031,585,,31031,67
31109,2827,,31109,241
31185,156,,31185,24
31165,898,,31165,54
20003,31,,20003,12
31045,1266,,31045,72
31053,360,,31053,33
20171,25,,20171,12
20019,26,,20019,12
20009,281,,20009,31
20069,117,,20069,20
20047,38,,20047,13
31065,19,,31065,7
37151,648,,37151,105
31127,154,,31127,21
20159,88,,20159,14
31083,46,,31083,18
20075,29,,20075,10
31089,151,,31089,20
20103,238,,20103,49
31063,49,,31063,10
20155,211,,20155,58
31011,186,,31011,9
20049,42,,20049,13
20011,152,,20011,27
31135,30,,31135,11
20025,150,,20025,18
20185,152,,20185,15
31151,63,,31151,13
20007,52,,20007,17
20039,21,,20039,11
37069,64,,37069,26
20101,18,,20101,7
31171,69,,31171,28
37107,102,,37107,20
31037,98,,31037,12
20177,664,,20177,151
31051,137,,31051,21
37027,281,,37027,98
31035,49,,31035,18
31139,52,,31139,7
20099,59,,20099,17
31099,124,,31099,19
31095,103,,31095,17
31159,387,,31159,38
31013,472,,31013,65
20137,8,,20137,6
20113,220,,20113,53
31021,156,,31021,11
31007,57,,31007,13
31017,69,,31017,19
20145,199,,20145,23
20005,196,,20005,37
31107,216,,31107,34
31009,32,,31009,9
20183,65,,20183,25
31111,422,,31111,93
56029,14584,,56029,2186
56031,373,,56031,104
20127,55,,20127,22
37001,559,,37001,69
31173,88,,31173,9
20105,58,,20105,36
31097,57,,31097,7
20045,878,,20045,223
20081,18,,20081,10
20027,21,,20027,9
20133,55,,20133,12
20097,130,,20097,43
20017,296,,20017,71
31117,33,,31117,8
20071,18,,20071,7
31079,255,,31079,52
37199,765,,37199,178
31167,104,,31167,11
31175,86,,31175,7
31169,74,,31169,11
31003,122,,31003,26
56015,309,,56015,75
31027,149,,31027,20
31075,32,,31075,14
31131,198,,31131,23
56045,183,,56045,55
31143,82,,31143,9
20197,85,,20197,36
31081,144,,31081,18
20117,65,,20117,30
56011,1752,,56011,615
20181,58,,20181,39
31137,66,,31137,15
20151,108,,20151,23
20163,63,,20163,15
31093,152,,31093,10
31069,349,,31069,27
37111,354,,37111,145
31059,65,,31059,11
20059,196,,20059,32
20089,44,,20089,8
20063,354,,20063,64
20091,1430,,20091,283
56027,372,,56027,54
56009,202,,56009,64
56003,1000,,56003,262
31015,111,,31015,11
31157,865,,31157,135
20203,22,,20203,8
20209,472,,20209,127
20173,1425,,20173,261
37023,754,,37023,222
31103,58,,31103,13
31115,50,,31115,12
31119,187,,31119,17
31183,33,,31183,7
31181,85,,31181,17
31155,370,,31155,29
31071,28,,31071,9
37037,800,,37037,126
37181,58,,37181,29
31043,168,,31043,22
56001,1104,,56001,349
31163,64,,31163,13
56037,1069,,56037,256
20061,203,,20061,54
20167,285,,20167,61
20107,108,,20107,20
20129,28,,20129,14
20119,83,,20119,19
56035,2416,,56035,329
20131,51,,20131,10
56019,868,,56019,183
20123,98,,20123,34
20191,117,,20191,34
31039,99,,31039,8
20207,93,,20207,23
56043,297,,56043,74
31105,198,,31105,50
31077,51,,31077,5
31025,436,,31025,95
31033,213,,31033,52
20149,167,,20149,47
31061,64,,31061,10
31147,85,,31147,24
20115,84,,20115,28
56025,774,,56025,204
31149,47,,31149,7
37059,40,,37059,21
37167,281,,37167,54
31141,215,,31141,22
20147,45,,20147,14
31177,188,,31177,28
20199,101,,20199,20
37141,370,,37141,108
31029,19,,31029,10
31091,50,,31091,21
20001,38,,20001,13
20201,30,,20201,13
56017,509,,56017,107
37195,62,,37195,30
37197,52,,37197,21
20015,213,,20015,58
20055,165,,20055,23
20087,120,,20087,29
19145,26,,19145,13
19179,369,,19179,32
37019,1986,,37019,428
37045,221,,37045,61
19097,262,,19097,56
20195,47,,20195,22
20037,223,,20037,35
37125,691,,37125,82
56041,664,,56041,127
31123,330,,31123,98
20029,99,,20029,26
20033,11,,20033,9
20073,159,,20073,24
20043,72,,20043,17
20169,2021,,20169,93
20189,13,,20189,5
37009,236,,37009,90
20139,56,,20139,19
31049,83,,31049,30
56023,993,,56023,235
37121,301,,37121,97
19053,19,,19053,12
19119,44,,19119,16
31125,81,,31125,8
31161,489,,31161,33
37153,136,,37153,41
37103,80,,37103,21
56005,220,,56005,72
20111,116,,20111,33
37131,91,,37131,16
31085,13,,31085,6
20041,122,,20041,33
31073,11,,31073,3
56033,1095,,56033,216
37003,48,,37003,19
37057,298,,37057,77
19043,362,,19043,78
20095,74,,20095,19
20193,43,,20193,26
31129,41,,31129,8
37073,232,,37073,24
37021,3709,,37021,747
37105,355,,37105,38
20153,22,,20153,12
31005,21,,31005,7
20035,168,,20035,38
19143,23,,19143,13
31145,27,,31145,13
37091,63,,37091,10
37097,306,,37097,112
20093,28,,20093,8
19167,76,,19167,19
20135,63,,20135,12
37071,445,,37071,100
37065,60,,37065,21
56039,21568,,56039,3217
31113,18,,31113,8
31067,350,,31067,23
37025,628,,37025,154
20157,36,,20157,14
8053,985,,8053,256
8029,473,,8029,123
8047,1328,,8047,194
20165,38,,20165,10
37145,58,,37145,19
8023,327,,8023,129
37187,99,,37187,21
8057,439,,8057,163
8015,2086,,8015,494
37155,203,,37155,47
8039,219,,8039,76
37013,320,,37013,86
37143,17,,37143,9
37055,4851,,37055,1012
19023,39,,19023,12
37165,78,,37165,20
45037,99,,45037,28
20053,237,,20053,69
20121,136,,20121,26
31153,404,,31153,93
37133,837,,37133,164
31057,48,,31057,17
37161,1033,,37161,221
37005,314,,37005,90
31121,99,,31121,13
19109,66,,19109,20
20079,73,,20079,32
19021,66,,19021,21
19139,129,,19139,43
56021,798,,56021,246
19149,41,,19149,16
56007,1036,,56007,272
20125,254,,20125,99
19111,325,,19111,56
19121,375,,19121,71
31133,54,,31133,7
8119,1427,,8119,390
8099,163,,8099,41
45083,1190,,45083,147
45029,481,,45029,159
8115,83,,8115,37
8031,10872,,8031,1652
8105,203,,8105,92
20205,63,,20205,8
8083,2873,,8083,708
8081,932,,8081,170
8021,773,,8021,143
8067,1700,,8067,483
37177,94,,37177,44
8033,224,,8033,86
8063,78,,8063,44
8123,883,,8123,270
8061,62,,8061,22
8109,989,,8109,300
20031,42,,20031,15
8121,109,,8121,30
20023,117,,20023,18
8007,392,,8007,144
8009,76,,8009,36
8035,2335,,8035,416
8101,676,,8101,166
37157,355,,37157,30
8037,4393,,8037,718
37113,4963,,37113,272
8095,15,,8095,8
8103,227,,8103,71
8107,1073,,8107,294
8117,7762,,8117,1122
8001,1427,,8001,306
8075,143,,8075,43
8085,979,,8085,320
8045,1899,,8045,524
8041,8944,,8041,1416
8079,855,,8079,244
8093,2669,,8093,580
37169,509,,37169,103
8055,613,,8055,176
8011,83,,8011,29
8019,4294,,8019,790
8065,1537,,8065,453
8017,69,,8017,10
8071,476,,8071,143
8027,596,,8027,173
8003,1271,,8003,383
8125,167,,8125,36
8077,2165,,8077,541
8049,2636,,8049,759
8091,2104,,8091,436
8051,3009,,8051,665
8113,1550,,8113,396
8087,139,,8087,53
37119,4085,,37119,812
8069,10249,,8069,1757
8089,191,,8089,62
8097,3023,,8097,701
37179,356,,37179,83
8073,71,,8073,43
8025,45,,8025,10
8111,2451,,8111,572
8043,1570,,8043,387
8059,7798,,8059,1062
27063,41,,27063,22
27139,977,,27139,129
27167,35,,27167,21
27145,495,,27145,150
27043,90,,27043,40
27085,315,,27085,35
27099,99,,27099,37
27023,97,,27023,32
27087,43,,27087,16
27005,662,,27005,76
27011,258,,27011,18
27035,537,,27035,166
27101,66,,27101,14
27025,488,,27025,122
27015,297,,27015,49
27125,51,,27125,8
27033,102,,27033,20
27077,139,,27077,40
27049,667,,27049,126
27039,104,,27039,22
27173,79,,27173,22
27115,380,,27115,91
27091,72,,27091,23
27055,144,,27055,46
27069,43,,27069,14
27045,345,,27045,62
27149,119,,27149,16
27123,4996,,27123,625
27113,72,,27113,16
27117,152,,27117,44
27019,949,,27019,127
27161,46,,27161,16
27065,31,,27065,13
27013,403,,27013,83
27031,2412,,27031,429
27143,237,,27143,33
27021,607,,27021,158
27067,179,,27067,39
27029,506,,27029,90
27135,77,,27135,18
27003,1490,,27003,145
27079,262,,27079,40
55083,570,,55083,53
55127,1109,,55127,205
55037,146,,55037,29
55069,217,,55069,46
55067,151,,55067,32
55078,18,,55078,7
27059,71,,27059,17
55043,914,,55043,129
27089,110,,27089,21
55035,847,,55035,103
55101,943,,55101,171
55019,140,,55019,28
55057,350,,55057,77
55087,432,,55087,81
55031,626,,55031,138
55055,510,,55055,84
55033,938,,55033,53
55009,1053,,55009,239
27061,583,,27061,119
55073,591,,55073,114
55065,224,,55065,48
55003,957,,55003,186
27103,193,,27103,43
55089,519,,55089,133
27109,429,,27109,125
55023,195,,55023,42
55017,724,,55017,71
55059,1001,,55059,195
55099,158,,55099,56
55045,663,,55045,64
55113,322,,55113,88
27009,68,,27009,22
55029,2312,,55029,352
27017,317,,27017,93
27071,159,,27071,58
27041,184,,27041,56
27093,115,,27093,34
27163,1922,,27163,259
55119,231,,55119,16
55077,178,,55077,35
27051,39,,27051,14
55123,429,,55123,77
55081,243,,55081,59
55051,237,,55051,64
55063,571,,55063,175
55125,716,,55125,159
27107,64,,27107,20
55013,271,,55013,58
55105,709,,55105,119
55047,188,,55047,43
55071,1224,,55071,99
55053,550,,55053,56
55025,10408,,55025,669
55015,150,,55015,44
55129,174,,55129,47
55095,595,,55095,84
27083,175,,27083,36
27155,37,,27155,12
27137,4067,,27137,738
27081,58,,27081,23
27159,66,,27159,26
55049,1464,,55049,142
27153,104,,27153,38
27119,398,,27119,58
55093,418,,55093,72
55061,177,,55061,44
55131,579,,55131,117
27133,116,,27133,36
27057,310,,27057,75
27073,440,,27073,17
27157,453,,27157,136
27111,583,,27111,136
27127,160,,27127,40
27141,205,,27141,69
27001,218,,27001,70
27165,19,,27165,12
27121,97,,27121,31
27097,161,,27097,56
27147,149,,27147,34
27007,1530,,27007,99
27027,383,,27027,81
27131,546,,27131,99
27151,25,,27151,13
27169,607,,27169,157
27037,2533,,27037,296
27171,367,,27171,96
27105,76,,27105,25
27075,3227,,27075,582
27047,165,,27047,44
55011,248,,55011,55
55079,5685,,55079,818
55001,284,,55001,79
27129,139,,27129,28
55103,231,,55103,31
55109,608,,55109,123
55141,795,,55141,60
18101,87,,18101,20
18063,205,,18063,67
18129,214,,18129,39
18005,220,,18005,58
18157,658,,18157,183
18015,160,,18015,35
18165,53,,18165,22
18075,89,,18075,19
18183,87,,18183,25
18035,440,,18035,75
18059,65,,18059,30
18153,60,,18153,22
55039,538,,55039,120
18057,736,,18057,178
18073,75,,18073,30
18021,65,,18021,26
18181,236,,18181,68
18083,147,,18083,41
18149,121,,18149,20
55097,741,,55097,94
18103,380,,18103,43
18137,145,,18137,32
18117,440,,18117,75
18061,243,,18061,48
18161,29,,18161,9
18143,54,,18143,19
18093,211,,18093,58
18135,97,,18135,16
18125,34,,18125,12
18147,339,,18147,46
18151,392,,18151,75
18023,127,,18023,23
26003,2168,,26003,378
18011,147,,18011,41
18001,90,,18001,26
18105,1891,,18105,247
18013,410,,18013,115
18031,78,,18031,28
18025,113,,18025,35
18041,104,,18041,18
55115,177,,55115,35
55021,1161,,55021,157
18115,26,,18115,10
18067,169,,18067,39
18053,265,,18053,73
18089,2884,,18089,267
18077,265,,18077,61
18033,166,,18033,40
18017,157,,18017,37
55121,336,,55121,64
55027,470,,55027,77
55005,181,,55005,52
55007,976,,55007,222
55085,828,,55085,128
55091,247,,55091,41
18131,81,,18131,15
18177,235,,18177,70
18099,354,,18099,42
18167,333,,18167,77
26063,396,,26063,113
26059,323,,26059,40
18139,52,,18139,20
18159,36,,18159,16
18037,261,,18037,30
18171,124,,18171,22
26031,1236,,26031,361
26015,409,,26015,62
26089,2066,,26089,441
18091,936,,18091,199
26035,238,,26035,45
18049,53,,18049,22
18095,330,,18095,60
18123,109,,18123,28
18133,103,,18133,38
18055,122,,18055,37
18179,120,,18179,13
26013,467,,26013,93
18119,209,,18119,69
18175,107,,18175,33
18145,107,,18145,23
26043,223,,26043,45
26033,1553,,26033,335
18163,694,,18163,105
18019,513,,18019,139
18047,191,,18047,53
18071,112,,18071,42
18169,392,,18169,36
18007,146,,18007,28
18003,2507,,18003,170
18113,184,,18113,40
55135,306,,55135,51
18029,172,,18029,43
18039,469,,18039,118
55111,2150,,55111,336
55075,493,,55075,82
18009,17,,18009,12
18081,330,,18081,71
55117,907,,55117,165
18079,42,,18079,15
55107,71,,55107,31
18069,383,,18069,46
55041,369,,55041,39
18087,208,,18087,57
55139,936,,55139,165
18111,108,,18111,21
18141,1075,,18141,228
18109,171,,18109,36
18127,1393,,18127,244
18065,90,,18065,40
18107,231,,18107,56
18045,90,,18045,24
26077,1419,,26077,171
26109,172,,26109,55
26055,1416,,26055,282
26007,423,,26007,76
18051,54,,18051,24
18155,46,,18155,17
55137,187,,55137,41
26097,2670,,26097,603
26079,181,,26079,50
26139,2128,,26139,350
26143,299,,26143,78
26145,1247,,26145,167
26121,930,,26121,223
26129,270,,26129,34
26083,2153,,26083,305
26061,1310,,26061,226
26123,270,,26123,59
26041,471,,26041,94
18043,168,,18043,39
26037,317,,26037,61
26155,443,,26155,53
26045,345,,26045,63
26149,273,,26149,43
26153,323,,26153,117
26147,1497,,26147,205
26057,138,,26057,35
26163,15941,,26163,1357
26135,146,,26135,40
26017,4335,,26017,81
26095,517,,26095,185
26127,1208,,26127,160
26075,697,,26075,85
26117,200,,26117,36
26151,350,,26151,78
26027,234,,26027,42
26039,247,,26039,62
26073,404,,26073,66
26019,840,,26019,171
26081,2957,,26081,402
26047,1047,,26047,287
26115,702,,26115,127
26053,805,,26053,154
26093,1895,,26093,185
26011,91,,26011,31
18121,730,,18121,111
26025,548,,26025,104
26101,540,,26101,148
26009,446,,26009,112
26069,798,,26069,137
26085,113,,26085,40
26159,1777,,26159,179
